ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"139.99.90.50","elite","AS16276","SG","OVH SAS","157","OVH Singapore PTE. LTD","10981","socks5","2260","1","2022-09-29T15:52:57.682Z","100","83","83"
"114.116.246.230","elite","AS55990","CN","Huawei Cloud Service data center","207","Huawei Public Cloud Service","1080","socks5","3283","1","2022-09-29T15:52:57.680Z","95","102","107"
"104.238.97.215","elite","AS26496","US","GoDaddy.com, LLC","133","GoDaddy.com, LLC","7950","socks4","4533","1","2022-09-29T15:52:50.156Z","100","107","107"
"8.210.206.32","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","264","Alibaba.com Singapore E-Commerce Private Limited","47161","socks5","4744","1","2022-09-29T15:52:46.316Z","100","76","76"
"181.209.106.235","elite","AS52361","AR","ARSAT - Empresa Argentina de Soluciones Satelitales S.A","237","Mahmud Federico Gabriel","1080","socks4","4717","1","2022-09-29T15:52:42.590Z","98","50","51"
"177.86.64.241","elite","AS262623","BR","claudio jose lara -me","190","claudio jose lara -me","3629","socks4","4555","1","2022-09-29T15:52:42.586Z","99","88","89"
"43.134.204.249","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","246","Tencent Cloud Computing","33126","socks4","722","1","2022-09-29T15:52:38.819Z","45","40","89"
"121.36.94.70","elite","AS55990","CN","Huawei Cloud Service data center","189","Huawei Cloud Service","28890","socks5","5060","1","2022-09-29T15:52:38.819Z","96","73","76"
"104.129.205.9","elite","AS22616","US","ZSCALER, INC.","89","Zscaler, Inc.","10297","socks5","4167","1","2022-09-29T15:52:35.142Z","95","82","86"
"144.202.5.48","elite","AS20473","US","The Constant Company","84","Vultr Holdings, LLC","10053","socks5","4923","1","2022-09-29T15:52:31.457Z","100","106","106"
"212.83.162.168","elite","AS12876","FR","Online","13","Free SAS","2019","socks4","4728","1","2022-09-29T15:52:31.457Z","100","107","107"
"112.45.121.199","elite","AS139080","CN","China Mobile Communications Corporation","288","China Mobile Communications Corporation","8123","socks5","5021","1","2022-09-29T15:52:31.456Z","93","85","91"
"85.159.104.220","elite","AS34820","SK","Delta OnLine spol. s.r.o.","35","Lonler, s.r.o","4153","socks4","5136","1","2022-09-29T15:52:31.455Z","100","85","85"
"200.48.129.124","elite","AS6147","PE","Telefonica del Peru S.A.A.","185","Telefonica del Peru S.A.A","31246","socks4","698","1","2022-09-29T15:52:31.453Z","99","101","102"
"103.80.237.93","elite","AS64315","ID","PT MITRA VISIONER PRATAMA","196","PT MITRA VISIONER PRATAMA","5678","socks4","5272","1","2022-09-29T15:52:27.739Z","95","102","107"
"5.135.191.18","elite","AS16276","FR","OVH SAS","5","OVH","9100","socks5","2421","1","2022-09-29T15:52:27.734Z","100","41","41"
"113.160.154.7","elite","AS45899","VN","VietNam Post and Telecom Corporation","246","Vietnam Posts and Telecommunications Group","4153","socks4","5347","1","2022-09-29T15:52:27.737Z","100","92","92"
"177.105.68.168","elite","AS262637","BR","Netprimus Tecnologia Ltda","224","Netprimus Tecnologia Ltda","4153","socks4","5083","1","2022-09-29T15:52:24.071Z","98","83","85"
"104.21.6.88","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4934","1","2022-09-29T15:52:20.353Z","98","62","63"
"46.227.38.129","elite","AS51155","PL","TB Telecom Sp. z o. o.","35","Telemedian","1088","socks4","343","1","2022-09-29T15:52:20.353Z","100","31","31"
"27.157.203.89","elite","AS4134","CN","Chinanet","481","Chinanet FJ","53309","socks4","5067","1","2022-09-29T15:52:20.354Z","84","71","85"
"110.77.236.112","elite","AS131090","TH","CAT Telecom Public Company Limited","194","CAT BBviaOnnet","4153","socks4","3508","1","2022-09-29T15:52:16.450Z","35","23","65"
"175.229.79.45","elite","AS4766","KR","Korea Telecom","231","Kornet","999","socks4","5125","1","2022-09-29T15:52:16.446Z","100","60","60"
"181.209.106.237","elite","AS52361","AR","ARSAT - Empresa Argentina de Soluciones Satelitales S.A","237","Mahmud Federico Gabriel","1080","socks4","4844","1","2022-09-29T15:52:16.449Z","98","52","53"
"123.145.4.15","elite","AS4837","CN","CNC Group CHINA169 Chongqing Province Network","212","N/A","53309","socks5","4833","1","2022-09-29T15:52:12.793Z","31","27","86"
"186.211.8.1","elite","AS53156","BR","PortalSAT Telecom","225","PortalSAT Telecom","35852","socks4","3992","1","2022-09-29T15:52:12.795Z","99","74","75"
"14.232.245.234","elite","AS45899","VN","VNPT","251","Vietnam Posts and Telecommunications Group","5678","socks4","4679","1","2022-09-29T15:52:09.145Z","97","64","66"
"138.204.146.46","elite","AS263896","BR","J A J INFORMATICA","230","J A J INFORMATICA","3332","socks5","5003","1","2022-09-29T15:52:09.132Z","98","58","59"
"213.149.103.133","elite","AS8585","ME","Crnogorski Telekom a.d.Podgorica","39","T ComServeri","61859","socks5","4948","1","2022-09-29T15:52:09.136Z","100","108","108"
"194.233.69.126","elite","AS141995","SG","Contabo Asia Private Limited","148","Contabo Asia Private Limited","443","socks4","4899","1","2022-09-29T15:52:09.135Z","100","108","108"
"67.213.212.16","elite","AS32780","US","Hosting Services, Inc.","73","Hosting Services, Inc.","16676","socks5","5042","1","2022-09-29T15:52:05.149Z","100","91","91"
"185.66.59.203","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","29","Svint","42647","socks4","4574","1","2022-09-29T15:52:05.153Z","100","82","82"
"136.144.237.16","elite","AS20857","NL","TransIP BV","13","N/A","5836","socks4","4826","1","2022-09-29T15:52:05.151Z","99","75","76"
"181.101.1.221","elite","AS7303","AR","Telecom Argentina S.A.","289","Telecom Personal Bs","7071","socks4","5248","1","2022-09-29T15:52:05.152Z","41","28","69"
"109.87.183.226","elite","AS13188","UA","Triolan","51","N/A","4145","socks5","4719","1","2022-09-29T15:52:01.508Z","100","61","61"
"208.113.223.114","elite","AS26347","US","New Dream Network, LLC","82","New Dream Network, LLC","60154","socks5","4246","1","2022-09-29T15:51:57.871Z","100","93","93"
"177.52.225.205","elite","AS52987","BR","Fybernet Teleinformatica Ltda","212","Netmogi Internet Provider LTDA - ME","5678","socks4","5164","1","2022-09-29T15:51:57.870Z","100","50","50"
"200.58.74.6","elite","AS27839","BO","Comteco Ltda","192","Comteco Ltda","5678","socks4","5051","1","2022-09-29T15:51:57.874Z","100","73","73"
"194.61.0.34","anonymous","AS43263","RU","Smartsystems LLC","50","Smartsystems LLC","3128","http","4703","7375","2022-09-29T15:51:57.872Z","100","51","51"
"143.198.167.240","elite","AS14061","US","DigitalOcean, LLC","84","DigitalOcean, LLC","80","socks4","4962","1","2022-09-29T15:51:53.400Z","100","107","107"
"188.255.245.205","elite","AS52116","RS","Orion Telekom ISP IP Network in Subotica","37","Orion Telekom Tim d.o.o.Beograd","1080","socks4","5003","1","2022-09-29T15:51:53.400Z","100","76","76"
"103.76.188.241","elite","AS135758","IN","Alacriy Net System Service Private Limited","154","Alacriy Net System Service Private Limited","4153","socks4","4976","1","2022-09-29T15:51:49.772Z","100","107","107"
"81.12.124.50","elite","AS42337","IR","Respina Networks & Beyond PJSC","146","Respina Networks","5678","socks4","4840","1","2022-09-29T15:51:49.770Z","91","86","95"
"82.103.116.126","elite","AS8717","BG","A1 Bulgaria EAD","53","A1 Bulgaria EAD","4153","socks4","2938","1","2022-09-29T15:51:42.359Z","97","104","107"
"41.190.233.32","elite","AS37638","CD","Orioncom SPRL","166","N/A","10801","socks4","5479","1","2022-09-29T15:51:38.729Z","89","93","105"
"45.32.127.117","elite","AS20473","SG","The Constant Company","239","Vultr Holdings, LLC","13989","socks5","4770","1","2022-09-29T15:51:38.727Z","100","101","101"
"117.195.80.163","elite","AS9829","IN","BSNL Internet","183","N/A","5678","socks4","4548","1","2022-09-29T15:51:38.731Z","26","17","66"
"45.7.177.238","elite","AS266626","BR","Litoral Telecom","208","Litoral Telecom","39867","socks4","4603","1","2022-09-29T15:51:35.004Z","97","98","101"
"45.76.182.145","elite","AS20473","SG","The Constant Company","224","Vultr Holdings, LLC","15560","socks4","5377","1","2022-09-29T15:51:31.309Z","100","91","91"
"120.27.14.145","elite","AS37963","CN","Addresses CNNIC","198","Aliyun Computing Co., LTD","80","socks4","5105","1","2022-09-29T15:51:31.309Z","98","88","90"
"192.169.219.79","elite","AS26496","US","GoDaddy.com, LLC","133","GoDaddy.com, LLC","7356","socks5","4901","1","2022-09-29T15:51:27.614Z","100","107","107"
"177.131.29.208","elite","AS262378","BR","Compuservice Empreendimentos Ltda","206","Compuservice Empreendimentos Ltda","4153","socks4","2639","1","2022-09-29T15:51:23.734Z","100","88","88"
"51.159.105.70","elite","AS12876","FR","SCALEWAY","1","ONLINE","8080","socks5","4984","1","2022-09-29T15:51:23.736Z","100","107","107"
"111.164.88.250","elite","AS4837","CN","China Unicom Tianjin Province Network","224","N/A","1080","socks4","4548","1","2022-09-29T15:51:19.984Z","98","53","54"
"177.10.193.82","elite","AS262854","BR","Afinet Solucoes EM Tecnologia DA Informacao Ltda","192","CTJ METROLOGIA, COMÉRCIO E SERVIÇOS LTDA","5678","socks4","4550","1","2022-09-29T15:51:16.397Z","65","68","105"
"103.101.230.196","elite","AS17451","ID","Biznet Networks","239","PT Biznet Multi Media","5678","socks4","5092","1","2022-09-29T15:51:12.660Z","99","90","91"
"165.225.80.214","elite","AS62044","GB","Zscaler Switzerland GmbH","8","Zscaler, Inc.","10605","socks4","5062","1","2022-09-29T15:51:12.663Z","99","106","107"
"168.196.127.82","anonymous","AS264821","DO","COMCAST-SRL","127","COMCAST-SRL","999","http","4929","304","2022-09-29T15:51:12.664Z","100","107","107"
"203.30.190.57","elite","AS209242","BZ","Cloudflare London","1","Umpire Associates LTD","80","socks4","4873","1","2022-09-29T15:51:05.299Z","100","94","94"
"75.119.203.49","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","32238","socks4","5049","1","2022-09-29T15:51:05.296Z","100","92","92"
"197.234.13.14","elite","AS36902","SC","Intelvision","177","Intelvision Ltd","4145","socks4","4738","1","2022-09-29T15:51:05.298Z","100","81","81"
"124.161.205.194","elite","AS4837","CN","CNC Group CHINA169 Sichuan Province Network","190","N/A","28643","socks5","4553","1","2022-09-29T15:51:05.297Z","75","57","76"
"66.97.44.122","elite","AS27823","AR","Dattatec.com","219","Dattatec Corp","8080","socks4","4733","1","2022-09-29T15:51:01.640Z","100","84","84"
"36.66.43.157","elite","AS7713","ID","PT. Telekomunikasi Indonesia","177","N/A","5678","socks4","3836","1","2022-09-29T15:51:01.644Z","99","96","97"
"139.59.93.221","elite","AS14061","IN","DIGITALOCEAN","151","DigitalOcean, LLC","13193","socks5","4488","1","2022-09-29T15:50:57.601Z","100","60","60"
"150.158.40.180","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","254","Tencent Cloud Computing (Beijing) Co., Ltd","2080","socks4","5032","1","2022-09-29T15:50:57.600Z","96","81","84"
"46.167.234.141","elite","AS16019","CZ","UPC Czech","42","Tkom Plus sro","5678","socks4","5078","1","2022-09-29T15:50:57.602Z","100","107","107"
"60.12.77.43","elite","AS4837","CN","CNC Group CHINA169 Zhejiang Province Network","213","N/A","7302","socks5","4191","1","2022-09-29T15:50:53.914Z","100","92","92"
"203.80.190.162","elite","AS38592","BD","Chittagong Online Limited","166","CTGONLINENET","8080","socks4","4733","1","2022-09-29T15:50:50.256Z","96","67","70"
"173.255.199.69","elite","AS63949","US","Linode, LLC","116","Linode","19151","socks5","4875","1","2022-09-29T15:50:42.998Z","100","107","107"
"24.125.77.113","elite","AS7922","US","Comcast Cable Communications, LLC","100","Comcast Cable Communications Holdings, Inc","55539","socks4","5228","1","2022-09-29T15:50:42.992Z","100","90","90"
"183.81.153.9","elite","AS24527","ID","Internet Service Provider","167","POP Bogor","5678","socks4","3802","4","2022-09-29T15:50:39.318Z","100","95","95"
"202.159.35.201","elite","AS9340","ID","PT IndoInternet","171","N/A","443","socks4","4893","1","2022-09-29T15:50:31.786Z","100","97","97"
"103.15.83.51","elite","AS45232","IN","Spacenet Internet Services Pvt Ltd","202","Spacenet  PVT LTD","58366","socks4","4692","1","2022-09-29T15:50:17.029Z","96","81","84"
"170.254.255.236","elite","AS52584","BR","Connect Fibra","228","Connect Fibra","45816","socks4","4741","1","2022-09-29T15:50:13.211Z","99","90","91"
"172.64.130.68","elite","AS13335","US","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","4999","1","2022-09-29T15:50:13.208Z","99","88","89"
"45.12.31.104","elite","AS209242","GB","Cloudflare London, LLC","2","LIR Services","80","socks4","4545","1","2022-09-29T15:50:09.460Z","99","91","92"
"142.93.6.218","elite","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","80","socks4","5090","1","2022-09-29T15:50:09.457Z","100","84","84"
"200.69.159.108","elite","AS28065","AR","Citarella S.A","230","Techtel LMDS Comunicaciones Interactivas S.A","8080","socks4","4978","1","2022-09-29T15:50:09.458Z","100","81","81"
"193.108.115.197","anonymous","AS212025","NL","Cukman Kresimir","10","Cukman Kresimir","3128","http","4615","3771","2022-09-29T15:50:05.818Z","100","107","107"
"177.105.68.74","elite","AS262637","BR","Netprimus Tecnologia Ltda","223","Netprimus Tecnologia Ltda","4153","socks4","4011","1","2022-09-29T15:50:05.817Z","99","104","105"
"177.105.68.153","elite","AS262637","BR","Netprimus Tecnologia Ltda","223","Netprimus Tecnologia Ltda","4153","socks4","4971","1","2022-09-29T15:50:05.818Z","100","71","71"
"202.162.201.123","elite","AS138841","ID","PT Media Andalan Nusa","169","N/A","4673","socks4","5048","1","2022-09-29T15:50:01.970Z","100","107","107"
"103.210.35.40","elite","AS59151","ID","Bidang Layanan Teknologi dan Informasi Dinas Perhubungan","201","Bidang Layanan Teknologi dan Informasi Dinas Perhubungan","4145","socks4","5101","1","2022-09-29T15:49:58.225Z","99","106","107"
"95.161.151.238","elite","AS8492","RU","\"OBIT\" Ltd.","38","EKS","1080","socks5","3845","1","2022-09-29T15:49:58.225Z","100","88","88"
"124.122.137.150","elite","AS17552","TH","True Internet Co., Ltd.","200","TRUE BB","4153","socks4","2154","1","2022-09-29T15:49:58.223Z","99","88","89"
"199.127.176.139","elite","AS53586","US","Wittenberg Telephone Company","101","Wittenberg Telephone Company","64312","socks4","4865","1","2022-09-29T15:49:54.516Z","100","81","81"
"95.172.44.186","elite","AS39289","RU","LLC MegaMax","62","LLC MegaMax","3629","socks4","5075","1","2022-09-29T15:49:54.521Z","96","93","97"
"119.42.86.104","elite","AS131090","TH","CAT-BB","194","N/A","4145","socks4","2881","1","2022-09-29T15:49:50.748Z","75","44","59"
"177.105.68.78","elite","AS262637","BR","Netprimus Tecnologia Ltda","226","Netprimus Tecnologia Ltda","4153","socks4","4676","1","2022-09-29T15:49:50.748Z","100","86","86"
"118.174.52.122","elite","AS23969","TH","TOT Public Company Limited","159","TOT Public Company Limited","5678","socks4","5024","1","2022-09-29T15:49:47.049Z","64","69","107"
"172.98.20.80","elite","AS7018","US","AT&T Services, Inc.","85","Bunny Technology LLC","10001","socks4","4144","1","2022-09-29T15:49:47.048Z","100","49","49"
"217.29.18.206","elite","AS29061","KG","Saimanet Telecomunications","90","SAIMANET StaticSubscribers","4145","socks4","5023","1","2022-09-29T15:49:47.053Z","100","102","102"
"5.153.234.91","anonymous","AS57858","SE","Inter Connects Inc","35","Sweden","3128","https","4834","167","2022-09-29T15:49:47.054Z","100","75","75"
"185.66.59.235","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","23","Svint","42647","socks4","5228","1","2022-09-29T15:49:43.298Z","100","92","92"
"104.129.205.15","elite","AS22616","US","ZSCALER, INC.","93","Zscaler, Inc.","10289","socks5","4951","1","2022-09-29T15:49:39.577Z","99","103","104"
"31.223.22.21","elite","AS12735","TR","TurkNet Iletisim Hizmetleri A.S.","63","TurkNet Iletisim Hizmetleri","1080","socks4","4963","1","2022-09-29T15:49:35.560Z","99","102","103"
"212.126.107.2","elite","AS39216","IQ","AL-SARD FIBER Co. Internet Fiber and Optical Cable Services /Ltd.","106","ALSARD FIBER Co. Internet Fiber and Optical Cable Services /Ltd.","31475","http","4704","214","2022-09-29T15:49:35.565Z","100","107","107"
"183.89.176.18","elite","AS45629","TH","Triple T Broadband Public Company Limited","163","Triple T Broadband Public Company Limited","4153","socks4","4749","1","2022-09-29T15:49:31.866Z","100","55","55"
"177.86.64.201","elite","AS262623","BR","claudio jose lara -me","191","claudio jose lara -me","3629","socks4","5047","1","2022-09-29T15:49:28.184Z","100","97","97"
"103.70.159.157","elite","AS133720","IN","speednet","121","N/A","5678","socks4","4116","1","2022-09-29T15:49:20.516Z","100","107","107"
"185.66.59.215","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","29","Svint","42647","socks4","4329","1","2022-09-29T15:49:16.912Z","100","101","101"
"45.76.79.7","elite","AS20473","US","The Constant Company","146","Vultr Holdings, LLC","7497","socks5","4861","1","2022-09-29T15:49:13.133Z","99","106","107"
"187.102.67.230","elite","AS262699","BR","FOX Internet Banda Larga","209","FOX Internet Banda Larga","4145","socks4","4937","1","2022-09-29T15:49:09.375Z","98","105","107"
"170.80.91.15","elite","AS264820","CR","Corebases S.A","156","Corebases S.A","4145","socks4","3649","1","2022-09-29T15:49:09.371Z","99","88","89"
"212.83.143.147","elite","AS12876","FR","Online S.A.S.","1","ONLINE","58868","socks4","4134","1","2022-09-29T15:49:09.372Z","96","82","85"
"182.253.172.111","elite","AS17451","ID","Biznet Metronet","192","N/A","8080","socks4","5053","1","2022-09-29T15:49:05.604Z","88","81","92"
"180.183.135.241","elite","AS45629","TH","Triple T Broadband Public Company Limited","163","Triple T Broadband Public Company Limited","1099","socks4","2969","1","2022-09-29T15:49:05.604Z","82","9","11"
